assay,std_type,SMILES,std_value,std_units,standard_relation,molecule_chembl_id,activity_type
"Inhibition Assay: Chinese hamster ovary cells are transfected with the human gene for amyloid precursor protein. The cells are plated at a density of 8000 cells/well into 96-well microtiter plates and cultivated for 24 hours in DMEM cell culture medium containing 10% FCS. The test compound is added to the cells at various concentrations, and the cells are cultivated for 24 hours in the presence of the test compound. The supernatants are collected, and the concentration of amyloid peptide 1-40 is determined using state of the art immunoassay techniques, for example sandwich ELISA, homogenous time-resolved fluorescence (HTRF) immunoassay, or electro-chemiluminescence immunoassay. The potency of the compound is calculated from the percentage of inhibition of amyloid peptide release as a function of the test compound concentration.",IC50,C[C@]1(c2nc(NC(=O)c3ncc(OCF)cc3Cl)ccc2F)N=C(N)OCC1(F)F,57.0,nM,=,CHEMBL4111699,active
"Inhibition Assay: Chinese hamster ovary cells are transfected with the human gene for amyloid precursor protein. The cells are plated at a density of 8000 cells/well into 96-well microtiter plates and cultivated for 24 hours in DMEM cell culture medium containing 10% FCS. The test compound is added to the cells at various concentrations, and the cells are cultivated for 24 hours in the presence of the test compound. The supernatants are collected, and the concentration of amyloid peptide 1-40 is determined using state of the art immunoassay techniques, for example sandwich ELISA, homogenous time-resolved fluorescence (HTRF) immunoassay, or electro-chemiluminescence immunoassay. The potency of the compound is calculated from the percentage of inhibition of amyloid peptide release as a function of the test compound concentration.",IC50,CCOc1cnc(C(=O)Nc2ccc(F)c([C@@]3(C)N=C(N)OCC3(F)F)n2)c(Cl)c1,450.0,nM,=,CHEMBL4109860,active
"Inhibition Assay: Chinese hamster ovary cells are transfected with the human gene for amyloid precursor protein. The cells are plated at a density of 8000 cells/well into 96-well microtiter plates and cultivated for 24 hours in DMEM cell culture medium containing 10% FCS. The test compound is added to the cells at various concentrations, and the cells are cultivated for 24 hours in the presence of the test compound. The supernatants are collected, and the concentration of amyloid peptide 1-40 is determined using state of the art immunoassay techniques, for example sandwich ELISA, homogenous time-resolved fluorescence (HTRF) immunoassay, or electro-chemiluminescence immunoassay. The potency of the compound is calculated from the percentage of inhibition of amyloid peptide release as a function of the test compound concentration.",IC50,COCCc1cnc(C(=O)Nc2ccc(F)c([C@@]3(C)N=C(N)OCC3(F)F)n2)c(N)n1,70.0,nM,=,CHEMBL4110497,active
"Inhibition Assay: Chinese hamster ovary cells are transfected with the human gene for amyloid precursor protein. The cells are plated at a density of 8000 cells/well into 96-well microtiter plates and cultivated for 24 hours in DMEM cell culture medium containing 10% FCS. The test compound is added to the cells at various concentrations, and the cells are cultivated for 24 hours in the presence of the test compound. The supernatants are collected, and the concentration of amyloid peptide 1-40 is determined using state of the art immunoassay techniques, for example sandwich ELISA, homogenous time-resolved fluorescence (HTRF) immunoassay, or electro-chemiluminescence immunoassay. The potency of the compound is calculated from the percentage of inhibition of amyloid peptide release as a function of the test compound concentration.",IC50,C[C@]1(c2nc(NC(=O)c3nn(C(F)F)cc3Cl)ccc2F)N=C(N)OCC1(F)F,13.0,nM,=,CHEMBL2386726,active
"Inhibition Assay: Chinese hamster ovary cells are transfected with the human gene for amyloid precursor protein. The cells are plated at a density of 8000 cells/well into 96-well microtiter plates and cultivated for 24 hours in DMEM cell culture medium containing 10% FCS. The test compound is added to the cells at various concentrations, and the cells are cultivated for 24 hours in the presence of the test compound. The supernatants are collected, and the concentration of amyloid peptide 1-40 is determined using state of the art immunoassay techniques, for example sandwich ELISA, homogenous time-resolved fluorescence (HTRF) immunoassay, or electro-chemiluminescence immunoassay. The potency of the compound is calculated from the percentage of inhibition of amyloid peptide release as a function of the test compound concentration.",IC50,C[C@]1(c2nc(NC(=O)c3nccnc3N)ccc2F)N=C(N)OCC1(F)F,180.0,nM,=,CHEMBL4110655,active
"Inhibition Assay: Chinese hamster ovary cells are transfected with the human gene for amyloid precursor protein. The cells are plated at a density of 8000 cells/well into 96-well microtiter plates and cultivated for 24 hours in DMEM cell culture medium containing 10% FCS. The test compound is added to the cells at various concentrations, and the cells are cultivated for 24 hours in the presence of the test compound. The supernatants are collected, and the concentration of amyloid peptide 1-40 is determined using state of the art immunoassay techniques, for example sandwich ELISA, homogenous time-resolved fluorescence (HTRF) immunoassay, or electro-chemiluminescence immunoassay. The potency of the compound is calculated from the percentage of inhibition of amyloid peptide release as a function of the test compound concentration.",IC50,C[C@]1(c2nc(NC(=O)c3ncc(C#CCO)cc3Cl)ccc2F)N=C(N)OCC1(F)F,19.0,nM,=,CHEMBL4113786,active
"Inhibition Assay: Chinese hamster ovary cells are transfected with the human gene for amyloid precursor protein. The cells are plated at a density of 8000 cells/well into 96-well microtiter plates and cultivated for 24 hours in DMEM cell culture medium containing 10% FCS. The test compound is added to the cells at various concentrations, and the cells are cultivated for 24 hours in the presence of the test compound. The supernatants are collected, and the concentration of amyloid peptide 1-40 is determined using state of the art immunoassay techniques, for example sandwich ELISA, homogenous time-resolved fluorescence (HTRF) immunoassay, or electro-chemiluminescence immunoassay. The potency of the compound is calculated from the percentage of inhibition of amyloid peptide release as a function of the test compound concentration.",IC50,C[C@]1(c2nc(NC(=O)c3ncc(C(F)F)cc3N)ccc2F)N=C(N)OCC1(F)F,66.0,nM,=,CHEMBL4112589,active
"Inhibition Assay: Chinese hamster ovary cells are transfected with the human gene for amyloid precursor protein. The cells are plated at a density of 8000 cells/well into 96-well microtiter plates and cultivated for 24 hours in DMEM cell culture medium containing 10% FCS. The test compound is added to the cells at various concentrations, and the cells are cultivated for 24 hours in the presence of the test compound. The supernatants are collected, and the concentration of amyloid peptide 1-40 is determined using state of the art immunoassay techniques, for example sandwich ELISA, homogenous time-resolved fluorescence (HTRF) immunoassay, or electro-chemiluminescence immunoassay. The potency of the compound is calculated from the percentage of inhibition of amyloid peptide release as a function of the test compound concentration.",IC50,CC(F)(F)c1nc(N)c(C(=O)Nc2ccc(F)c([C@@]3(C)N=C(N)OCC3(F)F)n2)nc1Cl,6500.0,nM,=,CHEMBL4108644,active
"Inhibition Assay: Chinese hamster ovary cells are transfected with the human gene for amyloid precursor protein. The cells are plated at a density of 8000 cells/well into 96-well microtiter plates and cultivated for 24 hours in DMEM cell culture medium containing 10% FCS. The test compound is added to the cells at various concentrations, and the cells are cultivated for 24 hours in the presence of the test compound. The supernatants are collected, and the concentration of amyloid peptide 1-40 is determined using state of the art immunoassay techniques, for example sandwich ELISA, homogenous time-resolved fluorescence (HTRF) immunoassay, or electro-chemiluminescence immunoassay. The potency of the compound is calculated from the percentage of inhibition of amyloid peptide release as a function of the test compound concentration.",IC50,C[C@]1(c2nc(NC(=O)c3ccc(C#N)cn3)ccc2F)N=C(N)OCC1(F)F,14.0,nM,=,CHEMBL2386719,active
"Inhibition Assay: Chinese hamster ovary cells are transfected with the human gene for amyloid precursor protein. The cells are plated at a density of 8000 cells/well into 96-well microtiter plates and cultivated for 24 hours in DMEM cell culture medium containing 10% FCS. The test compound is added to the cells at various concentrations, and the cells are cultivated for 24 hours in the presence of the test compound. The supernatants are collected, and the concentration of amyloid peptide 1-40 is determined using state of the art immunoassay techniques, for example sandwich ELISA, homogenous time-resolved fluorescence (HTRF) immunoassay, or electro-chemiluminescence immunoassay. The potency of the compound is calculated from the percentage of inhibition of amyloid peptide release as a function of the test compound concentration.",IC50,CC(F)(F)c1cnc(C(=O)Nc2ccc(F)c([C@@]3(C)N=C(N)OCC3(F)F)n2)c(Cl)c1,58.0,nM,=,CHEMBL4111183,active
"Inhibition Assay: Chinese hamster ovary cells are transfected with the human gene for amyloid precursor protein. The cells are plated at a density of 8000 cells/well into 96-well microtiter plates and cultivated for 24 hours in DMEM cell culture medium containing 10% FCS. The test compound is added to the cells at various concentrations, and the cells are cultivated for 24 hours in the presence of the test compound. The supernatants are collected, and the concentration of amyloid peptide 1-40 is determined using state of the art immunoassay techniques, for example sandwich ELISA, homogenous time-resolved fluorescence (HTRF) immunoassay, or electro-chemiluminescence immunoassay. The potency of the compound is calculated from the percentage of inhibition of amyloid peptide release as a function of the test compound concentration.",IC50,CC(F)(F)c1cnc(C(=O)Nc2ccc(F)c([C@@]3(C)N=C(N)OCC3(F)F)n2)c(N)n1,310.0,nM,=,CHEMBL4111103,active
"Electrochemiluminescence (ECL)-based Immunoassay: To measure γ-secretase activity, membranes were incubated at 37° C. for 1 h in 50 μL of buffer containing 20 mM Hepes (pH 7.0) and 2 mM EDTA. At the end of the incubation, Aβ 40 and Aβ 42 were measured using an electrochemiluminescence (ECL)-based immunoassay. Aβ 40 was identified with antibody pairs TAG-G2-10 and biotin-W02, while Aβ 42 was identified with TAG-G2-11 and biotin-4G8. The ECL signal was measured using an ECL-M8 instrument (IGEN International, Inc.) according to the manufacturer's instructions.",IC50,O=S(=O)(CC[C@@H]1OCC[C@@]2(S(=O)(=O)c3ccc(Cl)cc3)c3c(F)ccc(F)c3OCC12)CCn1cccn1,1.4,nM,=,CHEMBL3943313,active
"Electrochemiluminescence (ECL)-based Immunoassay: To measure γ-secretase activity, membranes were incubated at 37° C. for 1 h in 50 μL of buffer containing 20 mM Hepes (pH 7.0) and 2 mM EDTA. At the end of the incubation, Aβ 40 and Aβ 42 were measured using an electrochemiluminescence (ECL)-based immunoassay. Aβ 40 was identified with antibody pairs TAG-G2-10 and biotin-W02, while Aβ 42 was identified with TAG-G2-11 and biotin-4G8. The ECL signal was measured using an ECL-M8 instrument (IGEN International, Inc.) according to the manufacturer's instructions.",IC50,O=S(=O)(CC[C@@H]1OCC[C@@]2(S(=O)(=O)c3ccc(Cl)cc3)c3c(F)ccc(F)c3OCC12)Cc1ccccn1,1.9,nM,=,CHEMBL3934479,active
"Electrochemiluminescence (ECL)-based Immunoassay: To measure γ-secretase activity, membranes were incubated at 37° C. for 1 h in 50 μL of buffer containing 20 mM Hepes (pH 7.0) and 2 mM EDTA. At the end of the incubation, Aβ 40 and Aβ 42 were measured using an electrochemiluminescence (ECL)-based immunoassay. Aβ 40 was identified with antibody pairs TAG-G2-10 and biotin-W02, while Aβ 42 was identified with TAG-G2-11 and biotin-4G8. The ECL signal was measured using an ECL-M8 instrument (IGEN International, Inc.) according to the manufacturer's instructions.",IC50,O=S(=O)(CC[C@@H]1OCC[C@@]2(S(=O)(=O)c3ccc(Cl)cc3)c3c(F)ccc(F)c3OCC12)Cc1cccnc1,6.6,nM,=,CHEMBL3961972,active
"Electrochemiluminescence (ECL)-based Immunoassay: To measure γ-secretase activity, membranes were incubated at 37° C. for 1 h in 50 μL of buffer containing 20 mM Hepes (pH 7.0) and 2 mM EDTA. At the end of the incubation, Aβ 40 and Aβ 42 were measured using an electrochemiluminescence (ECL)-based immunoassay. Aβ 40 was identified with antibody pairs TAG-G2-10 and biotin-W02, while Aβ 42 was identified with TAG-G2-11 and biotin-4G8. The ECL signal was measured using an ECL-M8 instrument (IGEN International, Inc.) according to the manufacturer's instructions.",IC50,O=S(=O)(CC[C@@H]1OCC[C@@]2(S(=O)(=O)c3ccc(Cl)cc3)c3c(F)ccc(F)c3OCC12)Cc1ncon1,1.7,nM,=,CHEMBL3956918,active
