assay,std_type,SMILES,std_value,std_units,standard_relation,molecule_chembl_id
Inhibition of self-induced amyloid beta (1 to 40) (unknown origin) fibril aggregation assessed as remaining fibril aggregates at 100 uM after 3 days at pH 6.60 by thioflavin-T fluorescence assay,Activity,Oc1ccc(CNc2ccccc2O)cc1O,9.17,%,=,CHEMBL3819497
Inhibition of self-induced amyloid beta (1 to 40) (unknown origin) fibril aggregation assessed as remaining fibril aggregates at 100 uM after 3 days at pH 6.60 by thioflavin-T fluorescence assay,Activity,Oc1ccccc1/N=C/c1c(O)ccc2ccccc12,22.57,%,=,CHEMBL1984884
Inhibition of self-induced amyloid beta (1 to 40) (unknown origin) fibril aggregation assessed as remaining fibril aggregates at 100 uM after 3 days at pH 6.60 by thioflavin-T fluorescence assay,Activity,Oc1ccc(CNc2ccccc2O)cc1,4.34,%,=,CHEMBL1333043
Inhibition of self-induced amyloid beta (1 to 40) (unknown origin) fibril aggregation assessed as remaining fibril aggregates at 100 uM after 3 days at pH 6.60 by thioflavin-T fluorescence assay,Activity,Oc1cccc(CNc2ccccc2O)c1,8.2,%,=,CHEMBL3818106
Inhibition of self-induced amyloid beta (1 to 40) (unknown origin) fibril aggregation assessed as remaining fibril aggregates at 100 uM after 3 days at pH 6.60 by thioflavin-T fluorescence assay,Activity,Oc1ccc(/C=C/c2cc(O)cc(O)c2)cc1,7.48,%,=,CHEMBL165
Inhibition of self-induced amyloid beta (1 to 40) (unknown origin) fibril aggregation assessed as remaining fibril aggregates at 100 uM after 3 days at pH 6.60 by thioflavin-T fluorescence assay,Activity,Oc1c(I)cc(Cl)c2cccnc12,120.26,%,=,CHEMBL497
Binding affinity to amyloid beta (1 to 40) (unknown origin) by tyrosine fluorimetric titration assay,Ka,Oc1ccc(CNc2ccccc2O)cc1O,3.55,10'5/M,=,CHEMBL3819497
Binding affinity to amyloid beta (1 to 40) (unknown origin) by tyrosine fluorimetric titration assay,Ka,Oc1ccc(/N=C/c2c(O)ccc3ccccc23)c(O)c1,2.46,10'5/M,=,CHEMBL3818051
Binding affinity to amyloid beta (1 to 40) (unknown origin) by tyrosine fluorimetric titration assay,Ka,Oc1ccc(CNc2ccccc2O)cc1,3.27,10'5/M,=,CHEMBL1333043
Binding affinity to amyloid beta (1 to 40) (unknown origin) by tyrosine fluorimetric titration assay,Ka,Oc1cccc(CNc2ccccc2O)c1,1.55,10'5/M,=,CHEMBL3818106
Binding affinity to amyloid beta (1 to 40) (unknown origin) by tyrosine fluorimetric titration assay,Ka,Oc1ccccc1/N=C/c1c(O)ccc2ccccc12,1.91,10'5/M,=,CHEMBL1984884
Binding affinity to amyloid beta (1 to 40) (unknown origin) by tyrosine fluorimetric titration assay,Ka,Oc1c(I)cc(Cl)c2cccnc12,3.69,10'5/M,=,CHEMBL497
Binding affinity to amyloid beta (1 to 40) (unknown origin) by tyrosine fluorimetric titration assay,Ka,Oc1ccc(/C=C/c2cc(O)cc(O)c2)cc1,1.65,10'5/M,=,CHEMBL165
Inhibition of self-induced amyloid beta (1 to 40) (unknown origin) fibril aggregation assessed as remaining fibril aggregates at 100 uM after 7 days at pH 6.60 by thioflavin-T fluorescence assay,Activity,Oc1ccc(/C=C/c2cc(O)cc(O)c2)cc1,4.25,%,=,CHEMBL165
Inhibition of self-induced amyloid beta (1 to 40) (unknown origin) fibril aggregation assessed as remaining fibril aggregates at 100 uM after 7 days at pH 6.60 by thioflavin-T fluorescence assay,Activity,Oc1ccc(CNc2ccccc2O)cc1,3.7,%,=,CHEMBL1333043
Inhibition of self-induced amyloid beta (1 to 40) (unknown origin) fibril aggregation assessed as remaining fibril aggregates at 100 uM after 7 days at pH 6.60 by thioflavin-T fluorescence assay,Activity,Oc1cccc(CNc2ccccc2O)c1,6.65,%,=,CHEMBL3818106
Inhibition of self-induced amyloid beta (1 to 40) (unknown origin) fibril aggregation assessed as remaining fibril aggregates at 100 uM after 7 days at pH 6.60 by thioflavin-T fluorescence assay,Activity,Oc1ccccc1/N=C/c1c(O)ccc2ccccc12,13.91,%,=,CHEMBL1984884
Inhibition of self-induced amyloid beta (1 to 40) (unknown origin) fibril aggregation assessed as remaining fibril aggregates at 100 uM after 7 days at pH 6.60 by thioflavin-T fluorescence assay,Activity,Oc1ccc(CNc2ccccc2O)cc1O,7.49,%,=,CHEMBL3819497
Inhibition of self-induced amyloid beta (1 to 40) (unknown origin) fibril aggregation assessed as remaining fibril aggregates at 100 uM after 7 days at pH 6.60 by thioflavin-T fluorescence assay,Activity,Oc1ccc(/N=C/c2c(O)ccc3ccccc23)c(O)c1,6.21,%,=,CHEMBL3818051
Inhibition of preformed self-induced amyloid beta (1 to 40) (unknown origin) fibril aggregation assessed as remaining fibril aggregates at 100 uM after 4 days at pH 6.60 by thioflavin-T fluorescence assay,Activity,Oc1c(I)cc(Cl)c2cccnc12,170.02,%,=,CHEMBL497
Inhibition of preformed self-induced amyloid beta (1 to 40) (unknown origin) fibril aggregation assessed as remaining fibril aggregates at 100 uM after 4 days at pH 6.60 by thioflavin-T fluorescence assay,Activity,Oc1ccc(/C=C/c2cc(O)cc(O)c2)cc1,100.07,%,=,CHEMBL165
Inhibition of preformed self-induced amyloid beta (1 to 40) (unknown origin) fibril aggregation assessed as remaining fibril aggregates at 100 uM after 4 days at pH 6.60 by thioflavin-T fluorescence assay,Activity,Oc1ccc(CNc2ccccc2O)cc1,8.37,%,=,CHEMBL1333043
Inhibition of preformed self-induced amyloid beta (1 to 40) (unknown origin) fibril aggregation assessed as remaining fibril aggregates at 100 uM after 4 days at pH 6.60 by thioflavin-T fluorescence assay,Activity,Oc1cccc(CNc2ccccc2O)c1,11.72,%,=,CHEMBL3818106
Inhibition of preformed self-induced amyloid beta (1 to 40) (unknown origin) fibril aggregation assessed as remaining fibril aggregates at 100 uM after 4 days at pH 6.60 by thioflavin-T fluorescence assay,Activity,Oc1ccccc1/N=C/c1c(O)ccc2ccccc12,36.21,%,=,CHEMBL1984884
Inhibition of preformed self-induced amyloid beta (1 to 40) (unknown origin) fibril aggregation assessed as remaining fibril aggregates at 100 uM after 4 days at pH 6.60 by thioflavin-T fluorescence assay,Activity,Oc1ccc(CNc2ccccc2O)cc1O,12.81,%,=,CHEMBL3819497
Inhibition of preformed self-induced amyloid beta (1 to 40) (unknown origin) fibril aggregation assessed as remaining fibril aggregates at 100 uM after 4 days at pH 6.60 by thioflavin-T fluorescence assay,Activity,Oc1ccc(/N=C/c2c(O)ccc3ccccc23)c(O)c1,14.37,%,=,CHEMBL3818051
Inhibition of preformed self-induced amyloid beta (1 to 40) (unknown origin) fibril aggregation assessed as remaining fibril aggregates at 100 uM after 12 days at pH 6.60 by thioflavin-T fluorescence assay,Activity,Oc1c(I)cc(Cl)c2cccnc12,310.39,%,=,CHEMBL497
Inhibition of preformed self-induced amyloid beta (1 to 40) (unknown origin) fibril aggregation assessed as remaining fibril aggregates at 100 uM after 12 days at pH 6.60 by thioflavin-T fluorescence assay,Activity,Oc1ccc(/C=C/c2cc(O)cc(O)c2)cc1,24.09,%,=,CHEMBL165
Inhibition of preformed self-induced amyloid beta (1 to 40) (unknown origin) fibril aggregation assessed as remaining fibril aggregates at 100 uM after 12 days at pH 6.60 by thioflavin-T fluorescence assay,Activity,Oc1ccc(CNc2ccccc2O)cc1,10.12,%,=,CHEMBL1333043
Inhibition of preformed self-induced amyloid beta (1 to 40) (unknown origin) fibril aggregation assessed as remaining fibril aggregates at 100 uM after 12 days at pH 6.60 by thioflavin-T fluorescence assay,Activity,Oc1cccc(CNc2ccccc2O)c1,20.27,%,=,CHEMBL3818106
Inhibition of preformed self-induced amyloid beta (1 to 40) (unknown origin) fibril aggregation assessed as remaining fibril aggregates at 100 uM after 12 days at pH 6.60 by thioflavin-T fluorescence assay,Activity,Oc1ccccc1/N=C/c1c(O)ccc2ccccc12,26.63,%,=,CHEMBL1984884
Inhibition of preformed self-induced amyloid beta (1 to 40) (unknown origin) fibril aggregation assessed as remaining fibril aggregates at 100 uM after 12 days at pH 6.60 by thioflavin-T fluorescence assay,Activity,Oc1ccc(CNc2ccccc2O)cc1O,9.28,%,=,CHEMBL3819497
Inhibition of preformed self-induced amyloid beta (1 to 40) (unknown origin) fibril aggregation assessed as remaining fibril aggregates at 100 uM after 12 days at pH 6.60 by thioflavin-T fluorescence assay,Activity,Oc1ccc(/N=C/c2c(O)ccc3ccccc23)c(O)c1,11.0,%,=,CHEMBL3818051
Induction of self-induced amyloid beta (1 to 40) (unknown origin) fibril aggregation at 100 uM after 3 days by turbidity assay,Activity,Oc1ccc(/C=C/c2cc(O)cc(O)c2)cc1,,,,CHEMBL165
Induction of self-induced amyloid beta (1 to 40) (unknown origin) fibril aggregation at 100 uM after 3 days by turbidity assay,Activity,Oc1ccc(CNc2ccccc2O)cc1,,,,CHEMBL1333043
Induction of self-induced amyloid beta (1 to 40) (unknown origin) fibril aggregation at 100 uM after 3 days by turbidity assay,Activity,Oc1cccc(CNc2ccccc2O)c1,,,,CHEMBL3818106
Induction of self-induced amyloid beta (1 to 40) (unknown origin) fibril aggregation at 100 uM after 3 days by turbidity assay,Activity,Oc1ccccc1/N=C/c1c(O)ccc2ccccc12,,,,CHEMBL1984884
Induction of self-induced amyloid beta (1 to 40) (unknown origin) fibril aggregation at 100 uM after 3 days by turbidity assay,Activity,Oc1ccc(CNc2ccccc2O)cc1O,,,,CHEMBL3819497
Induction of self-induced amyloid beta (1 to 40) (unknown origin) fibril aggregation at 100 uM after 3 days by turbidity assay,Activity,Oc1ccc(/N=C/c2c(O)ccc3ccccc23)c(O)c1,,,,CHEMBL3818051
Inhibition of self-induced amyloid beta (1 to 40) (unknown origin) fibril aggregation at 100 uM after 7 to 18 days by turbidity assay,Inhibition,Oc1ccc(CNc2ccccc2O)cc1,,%,,CHEMBL1333043
Inhibition of self-induced amyloid beta (1 to 40) (unknown origin) fibril aggregation at 100 uM after 7 to 18 days by turbidity assay,Inhibition,Oc1cccc(CNc2ccccc2O)c1,,%,,CHEMBL3818106
Inhibition of self-induced amyloid beta (1 to 40) (unknown origin) fibril aggregation at 100 uM after 7 to 18 days by turbidity assay,Inhibition,Oc1ccccc1/N=C/c1c(O)ccc2ccccc12,,%,,CHEMBL1984884
Inhibition of self-induced amyloid beta (1 to 40) (unknown origin) fibril aggregation at 100 uM after 7 to 18 days by turbidity assay,Inhibition,Oc1ccc(CNc2ccccc2O)cc1O,,%,,CHEMBL3819497
Inhibition of self-induced amyloid beta (1 to 40) (unknown origin) fibril aggregation at 100 uM after 7 to 18 days by turbidity assay,Inhibition,Oc1ccc(/N=C/c2c(O)ccc3ccccc23)c(O)c1,,%,,CHEMBL3818051
Induction of preformed self-induced amyloid beta (1 to 40) (unknown origin) fibril aggregation at 100 uM after 4 days by turbidity assay,Activity,Oc1ccc(CNc2ccccc2O)cc1,,,,CHEMBL1333043
Induction of preformed self-induced amyloid beta (1 to 40) (unknown origin) fibril aggregation at 100 uM after 4 days by turbidity assay,Activity,Oc1cccc(CNc2ccccc2O)c1,,,,CHEMBL3818106
Induction of preformed self-induced amyloid beta (1 to 40) (unknown origin) fibril aggregation at 100 uM after 4 days by turbidity assay,Activity,Oc1ccccc1/N=C/c1c(O)ccc2ccccc12,,,,CHEMBL1984884
Induction of preformed self-induced amyloid beta (1 to 40) (unknown origin) fibril aggregation at 100 uM after 4 days by turbidity assay,Activity,Oc1ccc(CNc2ccccc2O)cc1O,,,,CHEMBL3819497
Induction of preformed self-induced amyloid beta (1 to 40) (unknown origin) fibril aggregation at 100 uM after 4 days by turbidity assay,Activity,Oc1ccc(/N=C/c2c(O)ccc3ccccc23)c(O)c1,,,,CHEMBL3818051
Inhibition of preformed self-induced amyloid beta (1 to 40) (unknown origin) fibril aggregation at 100 uM after 12 days by turbidity assay relative to control,Inhibition,Oc1ccc(CNc2ccccc2O)cc1,,%,,CHEMBL1333043
Inhibition of preformed self-induced amyloid beta (1 to 40) (unknown origin) fibril aggregation at 100 uM after 12 days by turbidity assay relative to control,Inhibition,Oc1cccc(CNc2ccccc2O)c1,46.0,%,=,CHEMBL3818106
Inhibition of preformed self-induced amyloid beta (1 to 40) (unknown origin) fibril aggregation at 100 uM after 12 days by turbidity assay relative to control,Inhibition,Oc1ccccc1/N=C/c1c(O)ccc2ccccc12,25.0,%,=,CHEMBL1984884
Inhibition of preformed self-induced amyloid beta (1 to 40) (unknown origin) fibril aggregation at 100 uM after 12 days by turbidity assay relative to control,Inhibition,Oc1ccc(CNc2ccccc2O)cc1O,,%,,CHEMBL3819497
Inhibition of preformed self-induced amyloid beta (1 to 40) (unknown origin) fibril aggregation at 100 uM after 12 days by turbidity assay relative to control,Inhibition,Oc1ccc(/N=C/c2c(O)ccc3ccccc23)c(O)c1,,%,,CHEMBL3818051
Inhibition of self-induced amyloid beta (1 to 42) (unknown origin) aggregation at 25 uM incubated for 48 hrs measured after 5 mins by thioflavin-T fluorescence assay,Inhibition,O=C1C(=Cc2ccc(N3CCN(C(=O)c4ccco4)CC3)cc2)C(=O)c2ccccc21,82.2,%,=,CHEMBL3818600
Inhibition of self-induced amyloid beta (1 to 42) (unknown origin) aggregation at 25 uM incubated for 48 hrs measured after 5 mins by thioflavin-T fluorescence assay,Inhibition,O=C1C(=Cc2ccc(N3CCN(C(=O)c4ccccc4)CC3)cc2)C(=O)c2ccccc21,53.9,%,=,CHEMBL3818091
Inhibition of self-induced amyloid beta (1 to 42) (unknown origin) aggregation at 25 uM incubated for 48 hrs measured after 5 mins by thioflavin-T fluorescence assay,Inhibition,Cc1ccc(N2CCN(c3ccc(C=C4C(=O)c5ccccc5C4=O)cc3)CC2)c(C)c1,69.9,%,=,CHEMBL3819593
Inhibition of self-induced amyloid beta (1 to 42) (unknown origin) aggregation at 25 uM incubated for 48 hrs measured after 5 mins by thioflavin-T fluorescence assay,Inhibition,Cc1ccc(N2CCN(c3ccc(C=C4C(=O)c5ccccc5C4=O)cc3)CC2)cc1,62.4,%,=,CHEMBL3818518
Inhibition of self-induced amyloid beta (1 to 42) (unknown origin) aggregation at 25 uM incubated for 48 hrs measured after 5 mins by thioflavin-T fluorescence assay,Inhibition,O=C1C(=Cc2ccc(N3CCN(c4ccc(Cl)cc4)CC3)cc2)C(=O)c2ccccc21,60.8,%,=,CHEMBL3819042
Inhibition of self-induced amyloid beta (1 to 42) (unknown origin) aggregation at 25 uM incubated for 48 hrs measured after 5 mins by thioflavin-T fluorescence assay,Inhibition,O=C1C(=Cc2ccc(N3CCN(c4ccc(C(F)(F)F)cc4)CC3)cc2)C(=O)c2ccccc21,74.9,%,=,CHEMBL3819316
Inhibition of self-induced amyloid beta (1 to 42) (unknown origin) aggregation at 25 uM incubated for 48 hrs measured after 5 mins by thioflavin-T fluorescence assay,Inhibition,O=C1C(=Cc2ccc(N3CCN(c4ccc(F)cc4)CC3)cc2)C(=O)c2ccccc21,61.8,%,=,CHEMBL3819571
Inhibition of self-induced amyloid beta (1 to 42) (unknown origin) aggregation at 25 uM incubated for 48 hrs measured after 5 mins by thioflavin-T fluorescence assay,Inhibition,O=C1C(=Cc2ccc(N3CCN(c4ccccc4)CC3)cc2)C(=O)c2ccccc21,57.3,%,=,CHEMBL3818978
Inhibition of self-induced amyloid beta (1 to 42) (unknown origin) aggregation at 25 uM incubated for 48 hrs measured after 5 mins by thioflavin-T fluorescence assay,Inhibition,O=C1C(=Cc2ccc(N3CCN(C(c4ccccc4)c4ccccc4)CC3)cc2)C(=O)c2ccccc21,80.6,%,=,CHEMBL3819454
Inhibition of self-induced amyloid beta (1 to 42) (unknown origin) aggregation at 25 uM incubated for 48 hrs measured after 5 mins by thioflavin-T fluorescence assay,Inhibition,O=C1C(=Cc2ccc(N3CCN(Cc4ccc5c(c4)OCO5)CC3)cc2)C(=O)c2ccccc21,71.8,%,=,CHEMBL3819248
Inhibition of self-induced amyloid beta (1 to 42) (unknown origin) aggregation at 25 uM incubated for 48 hrs measured after 5 mins by thioflavin-T fluorescence assay,Inhibition,O=C1C(=Cc2ccc(N3CCN(c4ccccn4)CC3)cc2)C(=O)c2ccccc21,70.9,%,=,CHEMBL3817925
Inhibition of self-induced amyloid beta (1 to 42) (unknown origin) aggregation at 25 uM incubated for 48 hrs measured after 5 mins by thioflavin-T fluorescence assay,Inhibition,O=C1C(=Cc2ccc(N3CCN(c4ncccn4)CC3)cc2)C(=O)c2ccccc21,80.9,%,=,CHEMBL3818053
Inhibition of self-induced amyloid beta (1 to 42) (unknown origin) aggregation at 25 uM incubated for 48 hrs measured after 5 mins by thioflavin-T fluorescence assay,Inhibition,COc1cc2c(cc1OC)C(=O)C(CC1CCN(Cc3ccccc3)CC1)C2,,%,,CHEMBL502
Inhibition of self-induced amyloid beta (1 to 42) (unknown origin) aggregation at 25 uM incubated for 48 hrs measured after 5 mins by thioflavin-T fluorescence assay,Inhibition,COc1cc(/C=C/C(=O)CC(=O)/C=C/c2ccc(O)c(OC)c2)ccc1O,53.8,%,=,CHEMBL140
Inhibition of self-induced amyloid beta (1 to 42) (unknown origin) aggregation incubated for 48 hrs measured after 5 mins by thioflavin-T fluorescence assay,IC50,O=C1C(=Cc2ccc(N3CCN(C(=O)c4ccco4)CC3)cc2)C(=O)c2ccccc21,9200.0,nM,=,CHEMBL3818600
Inhibition of self-induced amyloid beta (1 to 42) (unknown origin) aggregation incubated for 48 hrs measured after 5 mins by thioflavin-T fluorescence assay,IC50,O=C1C(=Cc2ccc(N3CCN(C(c4ccccc4)c4ccccc4)CC3)cc2)C(=O)c2ccccc21,11750.0,nM,=,CHEMBL3819454
Inhibition of self-induced amyloid beta (1 to 42) (unknown origin) aggregation incubated for 48 hrs measured after 5 mins by thioflavin-T fluorescence assay,IC50,O=C1C(=Cc2ccc(N3CCN(c4ncccn4)CC3)cc2)C(=O)c2ccccc21,10110.0,nM,=,CHEMBL3818053
Inhibition of self-induced amyloid beta (1 to 42) (unknown origin) aggregation incubated for 48 hrs measured after 5 mins by thioflavin-T fluorescence assay,IC50,COc1cc(/C=C/C(=O)CC(=O)/C=C/c2ccc(O)c(OC)c2)ccc1O,21810.0,nM,=,CHEMBL140
"Potency index, ratio of curcumin IC50 to compound IC50 for self-induced amyloid beta (1 to 42) (unknown origin) aggregation",Ratio IC50,O=C1C(=Cc2ccc(N3CCN(C(=O)c4ccco4)CC3)cc2)C(=O)c2ccccc21,1.5,,=,CHEMBL3818600
"Potency index, ratio of curcumin IC50 to compound IC50 for self-induced amyloid beta (1 to 42) (unknown origin) aggregation",Ratio IC50,O=C1C(=Cc2ccc(N3CCN(C(c4ccccc4)c4ccccc4)CC3)cc2)C(=O)c2ccccc21,1.5,,=,CHEMBL3819454
"Potency index, ratio of curcumin IC50 to compound IC50 for self-induced amyloid beta (1 to 42) (unknown origin) aggregation",Ratio IC50,O=C1C(=Cc2ccc(N3CCN(c4ncccn4)CC3)cc2)C(=O)c2ccccc21,1.5,,=,CHEMBL3818053
Inhibition of amyloid beta (1 to 42) (unknown origin) aggregation at 25 uM after 72 hrs by transmission electron microscopy,Inhibition,O=C1C(=Cc2ccc(N3CCN(C(=O)c4ccco4)CC3)cc2)C(=O)c2ccccc21,,%,,CHEMBL3818600
Inhibition of amyloid beta (1 to 42) (unknown origin) aggregation at 25 uM after 72 hrs by transmission electron microscopy,Inhibition,O=C1C(=Cc2ccc(N3CCN(c4ncccn4)CC3)cc2)C(=O)c2ccccc21,,%,,CHEMBL3818053
Inhibition of amyloid beta (1 to 42) (unknown origin) aggregation at 80 uM by ThT-fluorescence assay relative to control,Inhibition,CSCC[C@H](NC(=O)[C@H](CC(C)C)NC(=O)C1(C)CCc2c(C)c(O)c(C)c(C)c2O1)C(=O)N[C@H](C(=O)NCC(=O)NCC(=O)N[C@H](C(=O)N[C@H](C(=O)O)C(C)C)C(C)C)C(C)C,,%,,CHEMBL3824349
Inhibition of amyloid beta (1 to 42) (unknown origin) aggregation at 80 uM by ThT-fluorescence assay relative to control,Inhibition,Cc1c(C)c2c(c(C)c1O)CCC(C)(C(=O)NCC(=O)N[C@H](C(=O)N[C@H](C(=O)O)C(C)C)C(C)C)O2,,%,,CHEMBL3823894
Inhibition of amyloid beta (1 to 42) (unknown origin) aggregation at 80 uM by ThT-fluorescence assay relative to control,Inhibition,Cc1c(C)c2c(c(C)c1O)CCC(C)(C(=O)N[C@H](C(=O)O)C(C)C)O2,,%,,CHEMBL3823765
Inhibition of amyloid beta (1 to 42) (unknown origin) aggregation at 80 uM by ThT-fluorescence assay relative to control,Inhibition,Cc1c(C)c2c(c(C)c1O)CCC(C)(C(=O)N[C@H](C(=O)NCC(=O)NCC(=O)N[C@H](C(=O)N[C@H](C(=O)O)C(C)C)C(C)C)C(C)C)O2,,%,,CHEMBL3824001
Inhibition of amyloid beta (1 to 42) (unknown origin) aggregation at 80 uM by ThT-fluorescence assay relative to control,Inhibition,CC[C@H](C)[C@H](NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)CNC(=O)CNC(=O)[C@@H](NC(=O)[C@H](CCSC)NC(=O)[C@H](CC(C)C)NC(=O)C1(C)CCc2c(C)c(O)c(C)c(C)c2O1)C(C)C)C(C)C)C(C)C)C(=O)N[C@@H](C)C(=O)N[C@H](C(=O)O)[C@@H](C)O,40.4,%,=,CHEMBL3822977
Inhibition of amyloid beta (1 to 42) (unknown origin) aggregation at 80 uM by ThT-fluorescence assay relative to control,Inhibition,CC[C@H](C)[C@H](NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)CNC(=O)CNC(=O)[C@@H](NC(=O)C1(C)CCc2c(C)c(O)c(C)c(C)c2O1)C(C)C)C(C)C)C(C)C)C(=O)N[C@@H](C)C(=O)N[C@H](C(=O)O)[C@@H](C)O,17.3,%,=,CHEMBL3822700
Inhibition of amyloid beta (1 to 42) (unknown origin) aggregation at 80 uM by ThT-fluorescence assay relative to control,Inhibition,CC[C@H](C)[C@H](NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)CNC(=O)C1(C)CCc2c(C)c(O)c(C)c(C)c2O1)C(C)C)C(C)C)C(=O)N[C@@H](C)C(=O)N[C@H](C(=O)O)[C@@H](C)O,5.0,%,=,CHEMBL3822709
Inhibition of amyloid beta (1 to 42) (unknown origin) aggregation at 80 uM by ThT-fluorescence assay relative to control,Inhibition,CC[C@H](C)[C@H](NC(=O)[C@@H](NC(=O)C1(C)CCc2c(C)c(O)c(C)c(C)c2O1)C(C)C)C(=O)N[C@@H](C)C(=O)N[C@H](C(=O)O)[C@@H](C)O,6.6,%,=,CHEMBL3823792
Inhibition of amyloid beta (1 to 42) (unknown origin) aggregation at 80 uM by ThT-fluorescence assay relative to control,Inhibition,CC[C@H](C)[C@H](NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)CNC(=O)CNC(=O)[C@@H](NC(=O)[C@H](CCSC)NC(=O)[C@H](CC(C)C)NC(=O)C1(C)CCc2c(C)c(O)c(C)c(C)c2O1)C(C)C)C(C)C)C(C)C)C(=O)N[C@@H](C)C(=O)O,39.5,%,=,CHEMBL3823952
